RPTID,NAME,DATETIME_OF_INCIDENT,STATE,COUNTY,CITY,OFFSHORE,LAT_LONG_OFFSHORE,SYSTEM_INVOLVED,ITEM_INVOLVED,INSTALLATION_YEAR,CAUSE,CAUSE_DETAILS,PRPTY,COMM,TOTAL_BBLS,IGNITE_IND,EXPLODE_IND,PIPE_DIAMETER,MAX_OP_PRESSURE,PRESSURE_AT_TIME_INCIDENT,INCIDENT_AREA_TYPE,AREA_OF_CORROSION,CAUSE_OUTSIDE_FORCE,PREVENTATIVE,FATALITIES
19950005,COLONIAL PIPELINE CO,19941110,GA,GWINNETT, ,No, ,PUMPING STATION,VALVE,1963,OTHER,FAILED CHECK VALVE SEALS,1929408,TRANSMIX (PART.REFINED PETRO),0,No,No,0,0,0,NO DATA,,,Null,0
19950006,SHELL PIPELINE CORP,19941127,TX,HARRIS, ,No, ,LINE PIPE,PIPE,1952,FAILED PIPE, ,420000,CRUDE OIL,210,No,No,24,960,689,BELOW GROUND,NO DATA,NO DATA,Null,0
19950007,UNOCAL PIPELINE CO - EASTERN REGION,19941124,CA,SAN LUIS OBISPO, ,No, ,PUMPING STATION,VALVE,0,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,12000,OIL AND GASOLINE,130,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950008,AMOCO PIPELINE CO,19941130,WY,GOSHEN, ,No, ,PUMPING STATION,VALVE,1955,OTHER,VALVE FAILURE (MECHANICAL,0,CRUDE OIL,60,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950009,AMOCO PIPELINE CO,19941209,ND,BURKE, ,No, ,PUMPING STATION,TANK,1985,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,20000,CRUDE OIL,560,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950010,COASTAL STATES CRUDE GATHERING CO,19941110,TX, , ,Yes,NUECES BAY (INLAND),LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",30000,GASOLINE,50,No,No,12.75,1000,900,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950011,MURPHY OIL USA INC,19941218,WI,DOUGLAS,SUPERIOR,No, ,LINE PIPE,PIPE,1960,CORROSION,"CORROSION, EXTERNAL",3000,DIESEL FUEL,20,No,No,6,540,65,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950012,SHELL OFFSHORE INC - COASTAL DIVISION,19941122,LA, , ,Yes,"X=2,151,237 Y=134,284",LINE PIPE,PIPE,1988,OUTSIDE FORCE DAMAGE,FISHING OPERATIONS,250000,CONDENSATE,4200,No,No,4,300,275,BELOW GROUND,NO DATA,FISHING OPERATIONS,Null,0
19950013,LAKEHEAD PIPE LINE CO INC,19941210,MN,CLEARWATER, ,No, ,LINE PIPE,WELDING FITTING,1967,FAILED WELD, ,150000,CRUDE OIL,210,No,No,34,687,295,BELOW GROUND,NO DATA,NO DATA,Null,0
19950014,AMOCO PRODUCTION CO,19941129,TX,HARRIS, ,No, ,PUMPING STATION,BOLTED FITTING,0,OTHER,FAILED GASKET,0,CRUDE OIL,250,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950015,SUN PIPE LINE CORPORATION - GENERAL WASH BLDG,19941130,OK,GARFIELD, ,No, ,LINE PIPE,PIPE,1967,CORROSION,"CORROSION, INTERNAL",13000,CRUDE OIL,200,No,No,8.63,745,60,BELOW GROUND,INTERNAL,NO DATA,Null,0
19950016,KOCH GATHERING SYSTEMS INC,19941117,TX,SAN PATRICIO, ,No, ,LINE PIPE,PIPE,1991,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,0,CRUDE OIL,1478,No,No,10,1440,975,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950017,KOCH GATHERING SYSTEMS INC,19941008,TX,SAN PATRICIO, ,No, ,LINE PIPE,PIPE,1948,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,OTHER,0,CRUDE OIL,2151,No,No,10,1050,1250,BELOW GROUND,NO DATA,OTHER,Null,0
19950018,KOCH REFINING CO,19941202,WI,PORTAGE, ,No, ,LINE PIPE,VALVE,1987,OTHER,CHECK VALVE O-RING FAILUR,200000,GASOLINE,2619,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950019,PLANTATION PIPE LINE CO,19941207,GA,CARROLL,BREMEN,No, ,TANK FARM,TANK,1947,FAILED WELD, ,360000,GASOLINE,3672,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950020,NATIONAL COOP REFINERY ASSCO,19950105,KS,RILEY, ,No, ,LINE PIPE,PIPE,1941,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,40000,FUEL OIL,350,No,No,6.63,1440,700,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950021,TEXACO TRADING & TRANSPORTATION INC,19941222,CA,KERN, ,No, ,TANK FARM,NO DATA,0,OTHER,EXPANSION COUPLER LOOSE,5000,CRUDE OIL,550,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950022,AMERICAN CENTRAL GAS CO INC,19941223,TX,PANOLA, ,No, ,TANK FARM,TANK,1994,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,40000,CONDENSATE,0,Yes,Yes,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950023,BP OIL PIPELINE CO,19941229,IL,CLAY,FLORA,No, ,LINE PIPE,PIPE,1940,CORROSION,"CORROSION, EXTERNAL",0,CRUDE OIL,196,No,No,10.75,800,750,BELOW GROUND,EXTERNAL,NO DATA,Yes,0
19950024,TEXAS EASTERN PRODUCT PIPELINE CO,19941220,LA,RED RIVER, ,No, ,LINE PIPE,PIPE,1944,OUTSIDE FORCE DAMAGE,WASHOUT,1027700,GASOLINE,3181,No,No,20,690,400,BELOW GROUND,NO DATA,WASHOUT,Yes,0
19950025,COLONIAL PIPELINE CO,19941216,MD,HARFORD,FOREST HILL,No, ,TANK FARM,VALVE,1965,INCORRECT OPERATION BY OPERATOR PERSONNEL,,3783046,FUEL OIL,1750,No,No,0,0,0,NO DATA,,,Null,0
19950026,TEXACO TRADING & TRANSPORTATION INC,19950105,CA,LOS ANGELES,CARSON,No, ,NO DATA,OTHER,0,OTHER,WASHOUT,510000,CRUDE OIL,5,No,No,0,0,0,NO DATA,NO DATA,WASHOUT,Null,0
19950027,KOCH GATHERING SYSTEMS INC,19941123,TX,LEE, ,No, ,LINE PIPE,PIPE,1985,CORROSION, ,0,CRUDE OIL,35,No,No,4,150,100,BELOW GROUND,NO DATA,NO DATA,Null,0
19950028,KOCH GATHERING SYSTEMS INC,19941206,TX,LEE, ,No, ,LINE PIPE,PIPE,1983,CORROSION,"CORROSION, INTERNAL",0,CRUDE OIL,180,No,No,4,150,100,BELOW GROUND,INTERNAL,NO DATA,Null,0
19950029,COASTAL STATES CRUDE GATHERING CO,19941224,TX,GALVESTON, ,No, ,LINE PIPE,PIPE,1946,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,150000,NATURAL GAS LIQUID,2434,No,No,6.63,1440,1260,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950030,COASTAL STATES CRUDE GATHERING CO,19941129,TX,KLEBERG, ,No, ,LINE PIPE,PIPE,1963,CORROSION,"CORROSION, INTERNAL",20000,L. P. G.,25,No,No,12.75,720,400,BELOW GROUND,INTERNAL,NO DATA,Null,0
19950031,CHEMOIL REFINING,19941225,CA, ,LONG BEACH,No, ,LINE PIPE,PIPE,1966,CORROSION,"CORROSION, EXTERNAL",75000,FUEL OIL,1,No,No,10,720,600,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950032,TEXACO TRADING & TRANSPORTATION INC,19941221,CA,SAN JOAQUIN, ,No, ,LINE PIPE,PIPE,1967,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,3000,CRUDE OIL,550,No,No,20,940,300,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950033,ASHLAND PIPELINE CO,19950104,KY,FAYETTE,LEXINGTON,No, ,LINE PIPE,OTHER,1973,OTHER,NOT GIVEN,125000,CRUDE OIL,27,No,No,24,780,759,BELOW GROUND,NO DATA,NO DATA,Null,0
19950034,LIQUID ENERGY CORP,19941225,TX,BRAZOS,BRYAN,No, ,LINE PIPE,OTHER,1990,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,0,L. P. G.,95,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950035,TEXACO TRADING & TRANSPORTATION INC,19950102,OK,LINCOLN, ,No, ,TANK FARM,TANK,1946,FAILED WELD, ,41500,CRUDE OIL,30000,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950036,TEXAS EASTERN PRODUCT PIPELINE CO,19950112,OH,BUTLER, ,No, ,TANK FARM,OTHER,0,OTHER,COIL DIRECT FIRED HEATER,8600,L. P. G.,1,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950037,KERN OIL & REFINING CO.,19950130,CA,KERN,BAKERSFIELD,No, ,LINE PIPE,PIPE,0,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,FAILED PIPE,4000,CRUDE OIL,35,No,No,5,700,0,BELOW GROUND,NO DATA,NO DATA,Yes,0
19950038,KERN OIL & REFINING CO.,19950131,CA,KERN,LAMONT,No, ,LINE PIPE,PIPE,1934,CORROSION,"CORROSION, EXTERNAL",600,CRUDE OIL,15,No,No,6,700,0,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950039,MID - AMERICA PIPELINE CO (MAPCO),19950117,KS,HARPER, ,No, ,LINE PIPE,PIPE,1973,FAILED PIPE, ,5200,ANHYDROUS AMMONIA,30,No,No,8.63,1198,200,BELOW GROUND,NO DATA,NO DATA,Null,0
19950040,CALNEV PIPELINE CO,19950209,CA,SAN BERNARDINO, ,No, ,TANK FARM,TANK,1961,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,1000,DIESEL FUEL,70,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950041,MOBIL PIPELINE CO - EMPIRE,19950202,TX,NAVARRO,CORSICANA,No, ,LINE PIPE,BOLTED FITTING,1953,INCORRECT OPERATION BY OPERATOR PERSONNEL,DAMAGE BY OPERATOR OR ITS CONTRACTOR,0,NOT GIVEN,0,Yes,No,24,50,0,ABOVE GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19950043,ARCO TERMINAL SERVICES CORP,19950201,UT,SAN JUAN,MONTEZUMA,No, ,LINE PIPE,PIPE,1992,CORROSION,"CORROSION, INTERNAL",500000,CRUDE OIL,500,No,No,16,1168,150,BELOW GROUND,INTERNAL,NO DATA,Null,0
19950044,PLANTATION PIPE LINE CO,19950214,NC,GUILFORD,GREENSBORO,No, ,TANK FARM,PUMP,1966,OTHER,BOOSTER PUMP FAILED,3000,GASOLINE,0,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950045,CHEVRON PIPELINE CO,19950208,TX,BORDEN,GAIL,No, ,LINE PIPE,PIPE,1954,CORROSION,"CORROSION, EXTERNAL",29500,CRUDE OIL,1400,No,No,10,1000,900,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950046,SANTA FE PACIFIC PIPELINE PARTNERS LP,19950201,CA,PLACER,ROCKLIN,No, ,LINE PIPE,PIPE,1988,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,1000000,DIESEL FUEL,413,No,No,8,1380,1220,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950047,MID - AMERICA PIPELINE CO (MAPCO),19950216,KS,MCPHERSON, ,No, ,TANK FARM,PIPE,1976,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,NATURAL GAS LIQUID,0,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950048,ARCO OIL AND GAS COMPANY,19950106,TX,COOKE, ,No, ,LINE PIPE,PIPE,1966,CORROSION,"CORROSION, EXTERNAL",5000,CRUDE OIL,4,No,No,3,300,150,ABOVE GROUND,EXTERNAL,NO DATA,Null,0
19950049,ARCO OIL AND GAS COMPANY,19950109,OK,CARTER, ,No, ,LINE PIPE,PIPE,1919,CORROSION,"CORROSION, EXTERNAL",5000,CRUDE OIL,50,No,No,12.75,250,50,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950050,MOBIL PIPELINE CO - EMPIRE,19950219,TX, ,KILGORE,No, ,LINE PIPE,OTHER,1931,CORROSION,"CORROSION, INTERNAL",160000,CRUDE OIL,800,No,No,12,550,75,BELOW GROUND,INTERNAL,NO DATA,Null,0
19950051,KOCH GATHERING SYSTEMS INC,19950227,OK,CARTER, ,No, ,PUMPING STATION,PUMP,0,OTHER,PUMP PACKING FAILURE,3000,CRUDE OIL,100,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950052,ARCO PIPE LINE CO,19950220,TX,HARRIS, ,No, ,PUMPING STATION,PUMP,1977,OTHER,FAILURE ON BOOSTER PUMP,4000,BENZENE/BENZOL,30,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950053,UNOCAL SOUTHERN CALIFORNIA DIV PIPELINE,19950220,CA,LOS ANGELES,NORWALK,No, ,LINE PIPE,PIPE,1968,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,3500000,CRUDE OIL,1000,No,No,10,460,200,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19950054,FOUR CORNERS PIPELINE CO,19940117,CA,LOS ANGELES, ,No, ,LINE PIPE,PIPE,1925,OUTSIDE FORCE DAMAGE,EARTHQUAKE,101000,CRUDE OIL,183,No,No,10,822,50,BELOW GROUND,NO DATA,EARTHQUAKE,Null,0
19950055,FOUR CORNERS PIPELINE CO,19940117,CA,LOS ANGELES, ,No, ,LINE PIPE,PIPE,1925,OUTSIDE FORCE DAMAGE,EARTHQUAKE,9000,CRUDE OIL,0,No,No,10,720,100,BELOW GROUND,NO DATA,EARTHQUAKE,Null,0
19950056,FOUR CORNERS PIPELINE CO,19940117,CA,LOS ANGELES, ,No, ,LINE PIPE,PIPE,1925,OUTSIDE FORCE DAMAGE,EARTHQUAKE,1600000,CRUDE OIL,561,No,No,10,624,150,BELOW GROUND,NO DATA,EARTHQUAKE,Null,0
19950057,FOUR CORNERS PIPELINE CO,19940117,CA,LOS ANGELES, ,No, ,LINE PIPE,PIPE,1925,OUTSIDE FORCE DAMAGE,EARTHQUAKE,1600000,CRUDE OIL,561,Yes,Yes,10,624,150,BELOW GROUND,NO DATA,EARTHQUAKE,Null,0
19950058,FOUR CORNERS PIPELINE CO,19940212,CA,SAN BERNARDINO, ,No, ,NO DATA,OTHER,0,OTHER,DEFECTIVE HOSE,20000,CRUDE OIL,2,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950059,UNION PACIFIC RESOURCES CO,19950306,TX,NUECES,BISHOP,No, ,TANK FARM,TANK,1941,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,NATURAL GAS LIQUID,517,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950060,KOCH REFINING CO,19950305,WI,EAU CLAIRE, ,No, ,PUMPING STATION,OTHER,1993,FAILED PIPE, ,250000,GASOLINE,100,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950061,MOBIL PIPELINE CO - EMPIRE,19950307,IL,MARION,PATOKA,No, ,TANK FARM,TANK,1948,OTHER,ROOF DRAIN HOSE ON TANK,50000,CRUDE OIL,200,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950062,ARCO PIPE LINE CO,19950315,IL,MARSHALL, ,No, ,LINE PIPE,OTHER,1900,OTHER,ABANDONED PIPE,55000,CRUDE OIL,1,No,No,8,0,0,BELOW GROUND,NO DATA,NO DATA,Null,0
19950063,ARCO PIPE LINE CO,19950314,NM,LEA, ,No, ,LINE PIPE,GIRTH,1939,FAILED WELD, ,20000,CRUDE OIL,30,No,No,6,770,250,BELOW GROUND,NO DATA,NO DATA,Yes,0
19950064,CHEVRON USA - WESTERN REGION PRODUCTION,19950311,CA,FRESNO,HURON,No, ,LINE PIPE,GIRTH,1969,OUTSIDE FORCE DAMAGE,WASHOUT,10000000,CRUDE OIL,4000,No,No,18,1040,678,BELOW GROUND,NO DATA,WASHOUT,Yes,0
19950065,SINCLAIR PIPELINE CO,19950404,WY,CARBON,LAMONT,No, ,PUMPING STATION,PIPE,0,FAILED PIPE, ,5600,CRUDE OIL,280,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950066,MID - AMERICA PIPELINE CO (MAPCO),19950316,WY,UINTA, ,No, ,LINE PIPE,BOLTED FITTING,1994,OTHER,INSULATING GASKET FAILURE,27417,NATURAL GAS LIQUID,746,No,No,6,1440,700,ABOVE GROUND,NO DATA,NO DATA,Null,0
19950067,MID - AMERICA PIPELINE CO (MAPCO),19950314,KS,MCPHERSON, ,No, ,PUMPING STATION,PUMP,1994,OTHER,MECHANICAL SEAL FAILURE,0,L. P. G.,0,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950068,ENRON LIQUIDS PIPELINE CO (HYDROCARBON TRANS INC),19950321,KS,HARVEY, ,No, ,LINE PIPE,PIPE,1966,CORROSION,"CORROSION, EXTERNAL",45000,L. P. G.,3200,No,No,6.63,1440,100,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950069,ENRON LIQUIDS PIPELINE CO (HYDROCARBON TRANS INC),19950321,IA,POLK,DES MOINES,No, ,TANK FARM,PIPE,1990,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,0,NATURAL GAS LIQUID,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950070,MOBIL PIPELINE CO - EMPIRE,19950329,NY,ONONDAGA,SYRACUSE,No, ,LINE PIPE,OTHER,1994,INCORRECT OPERATION BY OPERATOR PERSONNEL,HUMAN ERROR,10000,GASOLINE,67,No,No,6.63,1440,250,ABOVE GROUND,NO DATA,NO DATA,Null,0
19950071,CHASE TRANSPORTATION CO,19950405,KS,BUTLER, ,No, ,PUMPING STATION,VALVE,1973,INCORRECT OPERATION BY OPERATOR PERSONNEL,MALFUNCTION OF CONTROL,100000,JET FUEL,797,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950072,PLANTATION PIPE LINE CO,19940623,NC,GUILFORD,GREENSBORO,No, ,TANK FARM,TANK,1972,OTHER,STRESS CRACK IN HEAT ZONE,22000,TURBINE FUEL,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950074,MOBIL PIPELINE CO - EMPIRE,19950409,TX,MONTAGUE,RINGGOLD,No, ,LINE PIPE,PIPE,1953,FAILED PIPE, ,6000,CRUDE OIL,210,No,No,12,760,860,BELOW GROUND,NO DATA,NO DATA,Null,0
19950075,TEXAS EASTERN PRODUCT PIPELINE CO,19950329,AR,UNION, ,No, ,LINE PIPE,PIPE,1926,CORROSION,"CORROSION, EXTERNAL",115000,DIESEL FUEL,100,No,No,8.63,660,40,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950076,SANTA FE PACIFIC PIPELINE PARTNERS LP,19950414,CA,SAN BERNARDINO,BLOOMINGTON,No, ,TANK FARM,VALVE,1978,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,35000,TURBINE FUEL,2,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950077,WARREN PETROLEUM CO,19950510,LA,PLAQUEMINES, ,No, ,LINE PIPE,WELDING FITTING,1990,OTHER,IMPROPER PIPE SUPPORT,0,NATURAL GAS LIQUID,25,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950078,WESTTEX 66 PIPELINE CO,19950420,WY,PLATTE, ,No, ,LINE PIPE,PIPE,1971,CORROSION,"CORROSION, EXTERNAL",12250,NATURAL GAS LIQUID,12,No,No,6.63,1750,850,BELOW GROUND,EXTERNAL,NO DATA,Null,0
19950079,TEXAS EASTERN PRODUCT PIPELINE CO,19950325,IL,WILL, ,No, ,LINE PIPE,PIPE,0,OTHER,DRILLED HOLE IN PIPE,63000,L. P. G.,14,No,No,12.75,600,40,BELOW GROUND,NO DATA,NO DATA,Null,0
19950080,SUN PIPELINE CO,19950512,OK,PONTOTOC,ADA,No, ,LINE PIPE,PIPE,1948,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,6000,CRUDE OIL,350,No,No,6,775,111,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950081,MID - AMERICA PIPELINE CO (MAPCO),19950427,KS,MCPHERSON, ,No, ,LINE PIPE,PIPE,1967,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,3616,ANHYDROUS AMMONIA,17,No,No,8.63,1167,200,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19950082,CHEVRON PIPELINE CO - MIDLAND DIV,19950313,TX,FORT BEND,MISSOURI CITY,No, ,LINE PIPE,PIPE,0,OTHER,DAMAGE BY OPERATOR OR ITS CONTRACTOR,16000,CRUDE OIL,150,No,No,6.63,700,0,NO DATA,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19950083,CITGO PIPELINE CO,19950507,OK,POTTAWATOMIE,TECUMSEH,No, ,LINE PIPE,PIPE,1949,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,25000,GASOLINE,500,No,No,8,700,5,ABOVE GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950084,WILLIAMS PIPELINE CO,19950501,OK, ,ROCK ISLAND,No, ,LINE PIPE,PIPE,1954,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,30000,NATURAL GAS LIQUID,770,No,No,8,1300,400,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950085,PLANTATION PIPE LINE CO,19950503,VA,HENRY, ,No, ,LINE PIPE,PIPE,1964,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,80000,GASOLINE,5,No,No,8.63,1450,1180,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Null,0
19950086,MARATHON PIPE LINE CO,19950428,IN,HAMILTON,SHERIDAN,No, ,LINE PIPE,PIPE,1952,FAILED PIPE, ,175000,CRUDE OIL,0,No,No,22,939,710,BELOW GROUND,NO DATA,NO DATA,Null,0
19950087,KOCH INDUSTRIES INC,19950510,LA,LA SALLE, ,No, ,LINE PIPE,PIPE,1969,FAILED PIPE, ,85000,ANHYDROUS AMMONIA,0,No,No,10,1340,862,BELOW GROUND,NO DATA,NO DATA,Null,0
19950088,MARATHON PIPE LINE CO,19941130,MI,MUSKEGON,FRUITPORT,No, ,LINE PIPE,PIPE,1958,FAILED PIPE, ,75000,FUEL OIL,7,No,No,10,1406,200,BELOW GROUND,NO DATA,NO DATA,Null,0
19950089,TEXAS EASTERN PRODUCT PIPELINE CO,19950309,IN,CLINTON, ,No, ,LINE PIPE,GIRTH,1957,FAILED WELD, ,75000,FUEL OIL,30,No,No,14,1000,120,BELOW GROUND,NO DATA,NO DATA,Null,0
19950090,JAYHAWK PIPELINE CORP,19950601,KS,BUTLER, ,No, ,LINE PIPE,PIPE,1923,OUTSIDE FORCE DAMAGE,WASHOUT,8500,CRUDE OIL,210,No,No,6.63,300,20,ABOVE GROUND,NO DATA,WASHOUT,Null,0
19950091,LACLEDE GAS CO,19950521,IL,MADISON, ,No, ,LINE PIPE,OTHER,1972,OUTSIDE FORCE DAMAGE,WASHOUT,0,L. P. G.,0,No,No,0,0,0,NO DATA,NO DATA,WASHOUT,Yes,0
19950092,"EXXON COMPANY, U.S.A - SOUTHWESTERN DIVISION",19950519,TX,YOAKUM, ,No, ,NO DATA,OTHER,1986,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,500,CARBON DIOXIDE,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950093,EXXON PIPELINE CO,19950523,TX,CHEROKEE,TROUP,No, ,LINE PIPE,PIPE,1931,CORROSION,"CORROSION, EXTERNAL",46000,CRUDE OIL,480,No,No,8,700,170,ABOVE GROUND,EXTERNAL,NO DATA,Yes,0
19950094,SINCLAIR PIPELINE CO,19950524,WY,NATRONA,WEST OF MILLS,No, ,LINE PIPE,PIPE,1977,FAILED PIPE,UNDER INVESTIGATION,75000,CRUDE OIL,1500,No,No,8.63,1440,1370,BELOW GROUND,NO DATA,NO DATA,Null,0
19950095,CINIZA PIPELINE INC,19950421,NM, , ,No, ,PUMPING STATION,OTHER,1986,OTHER,DRAIN VALVE LEFT OPEN,14109,CRUDE OIL,150,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950096,WEST TEXAS GULF PIPELINE CO,19950527,TX,FREESTONE, ,No, ,TANK FARM,BOLTED FITTING,1953,OTHER,FAILURE OF GASKET,0,CRUDE OIL,200,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950097,ASHLAND PIPELINE CO,19950607,OH,STARK, ,No, ,LINE PIPE,PIPE,0,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,2500000,CRUDE OIL,726,No,No,12,439,390,BELOW GROUND,NO DATA,DAMAGE BY OPERATOR OR ITS CONTRACTOR,Yes,0
19950098,SANTA FE PACIFIC PIPELINE PARTNERS LP,19950605,CA,SAN BERNARDINO,RIALTO,No, ,TANK FARM,VALVE,1969,OTHER,GASKET FAILURE,30000,GASOLINE,0,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950099,TEXACO PIPELINE INC,19950607,OK,KAY, ,No, ,LINE PIPE,GIRTH,1969,OUTSIDE FORCE DAMAGE,DAMAGE BY NATURAL FORCES,660000,CRUDE OIL,2526,No,No,8,490,100,BELOW GROUND,NO DATA,DAMAGE BY NATURAL FORCES,Yes,0
19950100,TEXACO PIPELINE INC,19950514,TX,JEFFERSON,PT. NECHES,No, ,LINE PIPE,PIPE,1953,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,60000,CRUDE OIL,25,No,No,22,1060,100,BELOW GROUND,NO DATA,DAMAGE BY OTHERS,Yes,0
19950101,TEXAS EASTERN PRODUCT PIPELINE CO,19950530,IN,TIPPECANOE, ,No, ,PUMPING STATION,PUMP,0,OTHER,SEAL LEAK,7500,GASOLINE,1,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950102,MID - AMERICA PIPELINE CO (MAPCO),19950605,NE,LANCASTER, ,No, ,PUMPING STATION,PUMP,1976,OTHER,MECHANICAL SEAL FAILURE,0,ANHYDROUS AMMONIA,4,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950103,KANEB PIPELINE CO,19950606,KS,REPUBLIC, ,No, ,LINE PIPE,GIRTH,1935,FAILED WELD, ,10000,FUEL OIL,50,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950104,UNOCAL NORTH AMERICAN OIL & GAS DIV,19950624,CA,KERN,MCKITTRICK,No, ,PUMPING STATION,PUMP,1980,OTHER,MECHANICAL FAILURE,75000,CRUDE OIL,250,No,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
19950105,TEXAS EASTERN PRODUCT PIPELINE CO,19950612,TX,HARRIS, ,No, ,PUMPING STATION,PUMP,0,OTHER,PUMP SEAL RELEASE,7500,GASOLINE,1,Yes,No,0,0,0,NO DATA,NO DATA,NO DATA,Null,0
