,REPORT_NUMBER,NAME,DATE_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,PIPE_DIAMETER,INSTALLATION_YEAR,RELEASE_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,SCADA_DETECTION_IND,CPM_DETECTION_IND,WATER_CONTAM_IND,CAUSE,CAUSE_DETAILS,YEAR_OF_INCIDENT,AGE_OF_FACILITY
1693,20170187,EXPLORER PIPELINE CO,2017-05-10,41.299056,-87.745911,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2016.0,LEAK,55.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2017,1.0
1694,20170183,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-05-08,29.72536,-95.20334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1979.0,LEAK,196000.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2017,38.0
1695,20170185,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-05-08,29.72536,-95.20334,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,180.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2010.0,OTHER,20000.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2017,7.0
1696,20170184,"BUCKEYE PARTNERS, LP",2017-05-08,39.918628,-89.061751,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,13.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,60,PIPE,14.0,1953.0,LEAK,1722365.0,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,CORROSION FAILURE,EXTERNAL CORROSION,2017,64.0
1697,20170180,LACLEDE GAS CO,2017-05-06,38.587043,-90.18232,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1519.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,FLANGE,,1964.0,LEAK,89163.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,53.0
1698,20170178,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",2017-05-04,35.40317,-89.52819,CRUDE OIL,0.5,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2016.0,LEAK,21724.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2017,1.0
1699,20170177,"ILLINOIS EXTENSION PIPELINE COMPANY, L.L.C. ",2017-05-02,38.786414,-89.066666,CRUDE OIL,10.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2015.0,OVERFILL OR OVERFLOW,125050.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2017,2.0
1700,20170173,ENTERPRISE CRUDE PIPELINE LLC,2017-05-02,32.016096,-102.015804,CRUDE OIL,50.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,PIPE,6.0,1980.0,LEAK,67550.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2017,37.0
1701,20170175,MARATHON PIPE LINE LLC,2017-05-02,40.772128,-81.410237,CRUDE OIL,240.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,VALVE,,2017.0,LEAK,36447.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,0.0
1702,20170174,"PLAINS PIPELINE, L.P.",2017-04-30,32.532367,-100.835248,CRUDE OIL,23.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2013.0,LEAK,16750.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,4.0
1703,20170192,CRESTWOOD MIDSTREAM PARTNERS LP,2017-04-28,47.803288,-102.875531,CRUDE OIL,610.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2011.0,OVERFILL OR OVERFLOW,203780.0,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2017,6.0
1704,20170171,"EXPRESS HOLDINGS (USA), LLC",2017-04-26,43.968026,-107.874062,CRUDE OIL,16.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2015.0,OVERFILL OR OVERFLOW,6149.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2017,2.0
1705,20170172,"BUCKEYE PARTNERS, LP",2017-04-24,39.712652,-89.250835,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,1958.0,LEAK,7120.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,59.0
1706,20170170,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",2017-04-23,38.76534,-89.04087,CRUDE OIL,4.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2016.0,OVERFILL OR OVERFLOW,40060.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2017,1.0
1707,20170168,"PLAINS PIPELINE, L.P.",2017-04-21,31.03428,-89.44975,CRUDE OIL,347.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PIPE,10.0,,LEAK,68250.0,PRESSURE DID NOT EXCEED MOP,NO,NO,YES,CORROSION FAILURE,INTERNAL CORROSION,2017,
1708,20170160,ENTERPRISE CRUDE PIPELINE LLC,2017-04-21,31.8998,-102.6292,CRUDE OIL,3.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2015.0,LEAK,7650.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,2017,2.0
1709,20170165,BP OIL PIPELINE CO,2017-04-21,39.077109,-84.563409,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,OTHER,,,LEAK,51670.0,PRESSURE DID NOT EXCEED MOP,,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,
1710,20170164,"ONEOK NGL PIPELINE, LLC",2017-04-20,33.194389,-97.805896,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,22.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,2016.0,LEAK,1400.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2017,1.0
1711,20170166,"BUCKEYE PARTNERS, LP",2017-04-20,40.69673,-84.12671,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.8,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,"WELD, INCLUDING HEAT-AFFECTED ZONE",10.0,,OTHER,358400.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2017,
1712,20170167,ENTERPRISE PRODUCTS OPERATING LLC,2017-04-20,30.01563056,-94.056325,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,50.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,,LEAK,225900.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2017,
1713,20170162,TESORO HIGH PLAINS PIPELINE COMPANY LLC,2017-04-15,47.67125,-104.06379,CRUDE OIL,2.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2003.0,LEAK,28100.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,14.0
1714,20170163,CENTURION PIPELINE L.P.,2017-04-15,33.72743,-101.87496,CRUDE OIL,105.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,30,PIPE,16.0,1944.0,MECHANICAL PUNCTURE,124500.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2017,73.0
1715,20170169,"PLAINS PIPELINE, L.P.",2017-04-14,35.9958,-98.1379,CRUDE OIL,827.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,PIPE,8.0,1960.0,LEAK,891000.0,PRESSURE DID NOT EXCEED MOP,YES,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,2017,57.0
1716,20170161,SOUTHERN COMPANY PIPELINES,2017-04-13,32.654068,-88.753655,CO2 (CARBON DIOXIDE),1.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2012.0,LEAK,3.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,5.0
1717,20170158,ENTERPRISE CRUDE PIPELINE LLC,2017-04-13,34.2374,-97.4937,CRUDE OIL,0.2,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,OTHER,,,LEAK,3005.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,
1718,20170147,COLONIAL PIPELINE CO,2017-04-11,37.75969817,-78.17389568,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,6,VALVE,,,LEAK,15819.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,
1719,20170145,ENTERPRISE PRODUCTS OPERATING LLC,2017-04-11,38.9319,-109.4413,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.1,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,1980.0,LEAK,15025.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2017,37.0
1720,20170159,"PLAINS PIPELINE, L.P.",2017-04-11,28.526011,-99.223482,CRUDE OIL,20.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,96,PIPE,36.0,2015.0,LEAK,142000.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,2017,2.0
1721,20170152,"STATELINE CRUDE, LLC",2017-04-11,31.972507,-103.750274,CRUDE OIL,25.0,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2016.0,OVERFILL OR OVERFLOW,803.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,1.0
1722,20170155,"MAGELLAN PIPELINE COMPANY, LP",2017-04-10,34.778088,-92.178797,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.76,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2016.0,OVERFILL OR OVERFLOW,85200.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",2017,1.0
1723,20170157,"ONEOK NGL PIPELINE, LLC",2017-04-10,32.778539,-104.243318,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1003.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,PIPE,6.625,1960.0,LEAK,71188.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2017,57.0
1724,20170156,SOUTHERN COMPANY PIPELINES,2017-04-09,32.654068,-88.753655,CO2 (CARBON DIOXIDE),1.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2012.0,LEAK,3.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,5.0
1725,20170150,"PLAINS PIPELINE, L.P.",2017-04-08,32.014114,-102.02795,CRUDE OIL,10.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1927.0,LEAK,16323.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,CORROSION FAILURE,INTERNAL CORROSION,2017,90.0
1726,20170153,TESORO HIGH PLAINS PIPELINE COMPANY LLC,2017-04-08,46.853902,-100.88768,CRUDE OIL,23.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,2017.0,OTHER,79490.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2017,0.0
1727,20170151,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-04-07,38.844011,-90.085648,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.71,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,OTHER,5030.0,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",2017,
1728,20170148,"ONEOK NGL PIPELINE, LLC",2017-04-07,30.739752,-95.342242,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,15.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2017.0,OTHER,900.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,2017,0.0
1729,20170154,SOUTHERN COMPANY PIPELINES,2017-04-07,32.348372,-88.771227,CO2 (CARBON DIOXIDE),2.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,2012.0,LEAK,13116.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL",2017,5.0
1730,20170149,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-04-07,40.58889,-74.21437,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.38,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,INSTRUMENTATION,,2011.0,LEAK,53151.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2017,6.0
1731,20170236,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-04-06,38.844011,-90.085648,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,"WELD, INCLUDING HEAT-AFFECTED ZONE",,,LEAK,125000.0,PRESSURE DID NOT EXCEED MOP,,,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2017,
1732,20170144,VALERO REFINING COMPANY - CALIFORNIA,2017-04-05,38.05445,-122.13996,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,12.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,FLANGE,,1974.0,LEAK,19200.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,43.0
1733,20170143,ENTERPRISE PRODUCTS OPERATING LLC,2017-04-05,31.521032,-101.545231,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,1.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,36,PIPE,8.0,1977.0,LEAK,39100.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2017,40.0
1734,20170146,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",2017-04-04,44.77905,-98.45882,CRUDE OIL,2.0,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2016.0,LEAK,7603.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,1.0
1735,20170137,CITGO REFINING & CHEMICAL CO. L.P.,2017-04-03,27.8078,-97.4385,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.3,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,40,PIPE,4.5,,LEAK,12010.0,PRESSURE DID NOT EXCEED MOP,,,NO,CORROSION FAILURE,INTERNAL CORROSION,2017,
1736,20170123,PHILLIPS 66 PIPELINE LLC,2017-04-03,35.324455,-119.650046,CRUDE OIL,0.5,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,OTHER,,,OTHER,3025.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,
1737,20170141,"EXPRESS HOLDINGS (USA), LLC",2017-04-03,42.2243735,-104.692557,CRUDE OIL,1.0,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,2015.0,LEAK,11107.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,2.0
1738,20170142,WEST TEXAS GULF PIPELINE CO,2017-04-02,32.15327,-97.374263,CRUDE OIL,4.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,UNKNOWN,AUXILIARY PIPING (E.G. DRAIN LINES),,,OTHER,46250.0,PRESSURE DID NOT EXCEED MOP,YES,,NO,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",2017,
1739,20170139,EXPLORER PIPELINE CO,2017-04-02,41.60766736,-87.43874523,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,20.4,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SUMP/SEPARATOR,,2014.0,LEAK,7375.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,3.0
1740,20170138,SUNOCO PIPELINE L.P.,2017-04-01,40.17774,-75.87633,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,24.8,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,29,"WELD, INCLUDING HEAT-AFFECTED ZONE",8.0,1931.0,LEAK,300830.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,2017,86.0
1741,20170136,ENTERPRISE CRUDE PIPELINE LLC,2017-03-29,35.940029,-96.741558,CRUDE OIL,1070.0,NO,NO,YES,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,TANK/VESSEL,,1992.0,LEAK,157476.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,25.0
1742,20170135,ENTERPRISE CRUDE PIPELINE LLC,2017-03-29,34.233093,-99.593296,CRUDE OIL,15.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,,OTHER,43500.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,
1743,20170114,DCP MIDSTREAM,2017-03-29,42.88700851,-82.49753545,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2.9,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,TUBING,,2015.0,OTHER,75.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2017,2.0
1744,20170133,SUNOCO PIPELINE L.P.,2017-03-27,34.92554,-97.21707,CRUDE OIL,37.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,27,PIPE,6.625,,MECHANICAL PUNCTURE,73657.0,PRESSURE DID NOT EXCEED MOP,YES,YES,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,2017,
1745,20170140,CENEX PIPELINE LLC,2017-03-27,46.89783,-96.90347,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,65.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,VALVE,,1991.0,LEAK,366509.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,2017,26.0
1746,20170130,COLONIAL PIPELINE CO,2017-03-24,30.169532,-93.336222,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.2,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,VALVE,,1964.0,LEAK,3063.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2017,53.0
1747,20170132,ENTERPRISE PRODUCTS OPERATING LLC,2017-03-21,29.052181,-95.351156,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,4002.0,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,74,PIPE,14.0,1981.0,LEAK,277250.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),2017,36.0
1748,20170176,"WESTERN REFINING SOUTHWEST, INC",2017-03-21,31.806306,-103.814611,CRUDE OIL,1.9,NO,NO,NO,NO,NO,ONSHORE,"TANK, INCLUDING ATTACHED APPURTENANCES",,OTHER,,2016.0,LEAK,6289.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,2017,1.0
1749,20170134,EXPLORER PIPELINE CO,2017-03-21,33.03568558,-96.20079871,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,9.2,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,METER/PROVER,,2009.0,OVERFILL OR OVERFLOW,25465.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,2017,8.0
1750,20170131,"MAGELLAN PIPELINE COMPANY, LP",2017-03-21,39.845144,-104.914925,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,15.0,NO,NO,YES,NO,NO,ONSHORE,ABOVEGROUND,,PUMP,,2015.0,LEAK,50900.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,2.0
1751,20170127,ENTERPRISE PRODUCTS OPERATING LLC,2017-03-18,35.269695,-106.3074,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.1,NO,NO,YES,NO,NO,ONSHORE,UNDERGROUND,48,"WELD, INCLUDING HEAT-AFFECTED ZONE",,1998.0,LEAK,119050.0,PRESSURE DID NOT EXCEED MOP,NO,NO,NO,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",2017,19.0
1752,20170182,"KINDER MORGAN LIQUID TERMINALS, LLC",2017-03-17,29.727833,-95.199759,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,79.1,NO,NO,NO,NO,NO,ONSHORE,UNDERGROUND,300,PUMP,,1970.0,LEAK,728505.0,PRESSURE DID NOT EXCEED MOP,NO,,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2017,47.0
1753,20170128,KINDER MORGAN CO2 CO. LP,2017-03-17,37.471,-108.79166,CO2 (CARBON DIOXIDE),18.6,NO,NO,NO,NO,NO,ONSHORE,ABOVEGROUND,,SCRAPER/PIG TRAP,,2017.0,LEAK,5017.0,PRESSURE DID NOT EXCEED MOP,,,NO,INCORRECT OPERATION,WRONG EQUIPMENT SPECIFIED OR INSTALLED,2017,0.0
